49267,All-New Ultimates (2014) #11,11,13011,174,"There's a new crime empress in town! ECSTASY'S her name and she'll finish the job even GALACTUS couldn't: kill the ULTIMATES. Who's got the team's back? Perhaps a private squad made up of renegade cops calling themselves TERROR INC.? It's ""eye for an eye"" when the ULTIMATES reach bone crunching heights in their battle with TASKMASTER. - Plus the return of CROSSBONES! ",, | writer:Michel Fiffe | penciller (cover):David Nakayama | artist:Amilcar Pinna,, | onsaleDate:2014-12-10T00:00:00-0500 | focDate:2014-11-24T00:00:00-0500 | unlimitedDate:2015-06-01T00:00:00-0400 | digitalPurchaseDate:2014-12-10T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:3.99
 
