15054,X-Treme X-Men (2001) #7,7,90504,6,, | Bishop | Gambit | Rogue | Storm | Thunderbird (Neal Shaara) | X-Men, | writer:Chris Claremont | colorist:Liquid Graphics | editor:Matt Hicks | editor:Andrew Lis | editor:Mark Powers | penciller (cover):Salvador Larroca | letterer:Tom Orzechowski,, | onsaleDate:2002-01-01T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-11-13T00:00:00-0500 | digitalPurchaseDate:2011-10-25T00:00:00-0400, | printPrice:0 | digitalPurchasePrice:1.99 ,2001,11

