39325,Cars 2 (2011) #2,2,4108,277,"In this thrilling new high-octane installment of the CARS saga, all the world's a racetrack as superstar Lightning McQueen zooms back into action - with his best friend Mater in tow - to take on the globe's fastest and finest. Mater and Lightning will need their passports when they find themselves in a world of intrigue, thrills and fast-paced comedic escapades. While racing through England, Italy and Japan, they face a host of new and worthy competitors.",,,, | onsaleDate:2011-07-06T00:00:00-0400 | focDate:2011-06-22T00:00:00-0400, | printPrice:3.99 ,2011,7

