17185,Human Torch (2003) #5,5,22073,99,, | Human Torch,,, | onsaleDate:2003-10-01T00:00:00-0400 | focDate:2015-06-24T00:00:00-0400 | unlimitedDate:2008-09-17T00:00:00-0400 | digitalPurchaseDate:2014-07-29T00:00:00-0400, | printPrice:0 | digitalPurchasePrice:1.99 ,2003,8

