50606,Avengers & X-Men: Axis (2014) #7,7,70194,8,"ACT III: NEW WORLD DISORDER THIS IS IT! THE BATLE ROYALE OF YOUR DREAMS--THE ASTONISHING AVENGERS VS THE UNCANNY X-MEN FOR THE FATE OF NEW YORK! ",, | penciller (cover):Jim Cheung | artist:Adam Kubert | writer:Rick Remender, | Axis, | onsaleDate:2014-12-10T00:00:00-0500 | focDate:2014-11-24T00:00:00-0500 | unlimitedDate:2015-06-03T16:35:39-0400 | digitalPurchaseDate:2014-12-10T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:3.99
 
