50943,Storm (2014) #2,2,25268,88,"- STORM is on a mission to use her extraordinary powers for the betterment of not just mutantkind, but the entire world. - When wayward youth start disappearing from the streets of New York, Storm is reminded of her own past as a thief and decides to investigate. - But little does she suspect that the culprit behind the disappearances is one of her oldest foes: CALLISTO! ",, | writer:Greg Pak,, | onsaleDate:2014-08-20T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2015-02-16T00:00:00-0500 | digitalPurchaseDate:2014-08-20T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
