49307,Iron Fist: The Living Weapon (2014) #3,3,29816,73,"K'UN LUN IN RUINS! - Ninja nurses versus killers in suits! - Our villain's face revealed, and it's one terribly close to Danny Rand's heart! ",, | penciller (cover):Kaare Andrews,, | onsaleDate:2014-06-04T00:00:00-0400 | focDate:2014-05-21T00:00:00-0400 | unlimitedDate:2014-12-01T00:00:00-0500 | digitalPurchaseDate:2014-06-04T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
