30178,Secret Warriors (2008) #18,18,27415,64,"THE LAST RIDE OF THE HOWLING COMMANDOS PART 2 The reunion dinner between Nick Fury and his World War II brothers in arms continues against the backdrop of a suicide mission deep within enemy territory.  ", | Secret Warriors, | penciller:Jim Cheung | penciller:Alessandro Vitti | writer:Jonathan Hickman,, | onsaleDate:2010-08-04T00:00:00-0400 | focDate:2010-07-15T00:00:00-0400 | unlimitedDate:2011-08-01T00:00:00-0400 | digitalPurchaseDate:2012-01-31T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2010,8
 
