37312,Untold Tales of the Punisher Max (2010) #1,1,44725,25,,, | penciller (cover):Roland Boschi | Writer:Jason Starr,, | onsaleDate:2012-06-13T00:00:00-0400 | focDate:2012-05-30T00:00:00-0400, | printPrice:4.99 ,2011,8

