19919,Iron Man (1998) #45,45,41792,41,, | Iron Man | Jocasta, | colorist:Armada | colorist:Edgar Tadeo | editor:Bobbie Chase | editor:Andrew Lis Assistant Editor | penciler:Keron Grant | letterer:Dave Sharpe | inker:Rob Stull | writer:Frank Tieri,, | onsaleDate:2001-10-01T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500, | printPrice:0 ,2001,8

