24234,New Avengers: The Reunion (2009) #3,3,34438,47,"""DOUBLE INDEMNITY"",2009,5
<br>After last issue's bombshell revelation, the hits keep coming for Mockingbird and Ronin as they begin their infiltration to stop a weapon of mass destruction from destroying an entire city.  Plus, the question that's been on everyone's mind, especially Clint's: What happened to Mockingbird while she was held captive by the Skrulls?  Find out here as the Reunion 15 years in the making continues!
<br>Rated A ...$3.99
<br>",, | other:Jo Chen | letterer:Dave Lanphear | inker:Alvaro Lopez | penciller:David Lopez Lopez | writer:Jim McCann | colorist:Daniele Rudoni, | Dark Reign, | onsaleDate:2009-05-06T00:00:00-0400 | focDate:2009-04-16T00:00:00-0400 | unlimitedDate:2010-10-19T00:00:00-0400 | digitalPurchaseDate:2011-09-27T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99
 
