22930,Cable (2008) #9,9,34523,72,"WAITING FOR THE END OF THE WORLD PART 3 Bishop has been captured by X-Force. And though Cyclops believes he's removed the last element of danger from the board, Bishop seems to think everything's going according to plan! ", | Beast | Bishop | Cable | Colossus | Cyclops | Emma Frost | Hope Summers | Nightcrawler | Warpath | Wolverine | X-23, | editor:Axel Alonso | letterer:Joe Caramagna | penciller (cover):Ariel Olivetti | writer:Duane Swierczynski,, | onsaleDate:2008-12-03T00:00:00-0500 | focDate:2008-11-13T00:00:00-0500 | unlimitedDate:2009-11-25T00:00:00-0500 | digitalPurchaseDate:2010-11-24T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2008,12
 
