27548,Avengers: The Initiative (2007) #31,31,32291,62,"SIEGE TIE-IN Norman Osborn offers Taskmaster a seat at the Cabal's table, the Avengers Resistance uncovers a horrifying secret, and members of the Initiative are called up for an assault on an enemy of incalculable power! ", | Constrictor | Diamondback (Rachel Leighton) | Justice | Norman Osborn | Penance (Robert Baldwin) | Taskmaster | Tigra (Greer Nelson), | inker:Roger Bonet | letterer:Joe Caramagna | colorist:Edgar Delgado | writer:Christos Gage | editor:Bill Rosemann | penciller:Rafa Sandoval | penciller (cover):David Yardin, | Siege, | onsaleDate:2009-12-23T00:00:00-0500 | focDate:2009-12-03T00:00:00-0500 | unlimitedDate:2010-11-16T00:00:00-0500 | digitalPurchaseDate:2012-01-03T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2009,12
 
