16315,Exiles (2001) #7,7,43071,32,, | Blink | Exiles | Mimic | Mister Sinister | Morph | Nocturne | Sunfire | Thunderbird (John Proudstar), | colorist:Transparency Digital | editor:Mike Marts | editor:Mike Raicht | inker:Mark McKenna | penciler:Mike McKone | penciler:Liam Sharp | letterer:Paul Tutrone | writer:Judd Winick,, | onsaleDate:2002-02-10T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-11-13T00:00:00-0500 | digitalPurchaseDate:2011-11-08T00:00:00-0500, | printPrice:2.25 | digitalPurchasePrice:1.99 ,2001,12

