315,Gun Theory (2003) #2,2,11739,158,"The phone rings, and killer-for-hire Harvey embarks on another hit. But nothing's going right this job. There's little room for error in the business of killing - so what happens when one occurs? 32 PGS./ PARENTAL ADVISORY ...$2.50 ",,,, | onsaleDate:2003-10-22T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500, | printPrice:2.5 ,2003,11

