15701,Ultimate X-Men (2000) #11,11,106578,5,, | Beast (Ultimate) | Brotherhood of Mutants (Ultimate) | Colossus (Ultimate) | Cyclops (Ultimate) | Iceman (Ultimate) | Jean Grey (Ultimate) | Nick Fury (Ultimate) | Nightcrawler (Ultimate) | Rogue (Ultimate) | Sabretooth (Ultimate) | Storm (Ultimate) | Wolverine (Ultimate) | X-Men (Ultimate), | editor:Pete Franco | editor:Mark Powers | colorist:Richard Isanove | colorist:David Stewart | penciller (cover):Adam Kubert | writer:Mark Millar | letterer:Richard Starkings | letterer:Saida Temofonte | inker:Art Thibert,, | onsaleDate:2001-12-01T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-12-03T00:00:00-0500 | digitalPurchaseDate:2010-08-04T00:00:00-0400, | printPrice:0 | digitalPurchasePrice:1.99 ,2001,10

