45800,Amazing Spider-Man (2014) #2,2,6824,242,"- Electro's power is out of control! And only one person can fix it... - ...the Superior Spider-Man! - Wait. This book's the AMAZING Spider-Man now. - So we're probably out of luck. - Plus: That thing that freaked you out last issue? There's more on that. The return of you-know-who? There's MUCH more on that. Action! Drama! Surprises! There's MORE OF EVERYTHING! ",, | penciller (cover):Humberto Ramos | writer:Dan Slott,, | onsaleDate:2014-05-21T00:00:00-0400 | focDate:2014-05-07T00:00:00-0400 | unlimitedDate:2014-11-17T00:00:00-0500 | digitalPurchaseDate:2014-05-21T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
