32980,The Thanos Imperative (2010) #6,6,29188,59,"The war against the abominable Cancerverse reaches its climax. Only Thanos can decide the fate of two universes, but what choice will he make? ",, | writer:Dan Abnett | writer:Andy Lanning | artist:Aleksi Briclot | penciller:Miguel Angel Sepulveda, | The Thanos Imperative, | onsaleDate:2010-11-10T00:00:00-0500 | focDate:2010-10-29T00:00:00-0400 | unlimitedDate:2011-11-03T00:00:00-0400 | digitalPurchaseDate:2012-02-07T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99,2010,11
 
