47588,Avengers A.I. (2013) #11,11,14026,148,"- Journey ten thousand years into the future of the Marvel Universe with the Avengers! - Humanity is extinct -- and machines battle across the galaxy! - What is...the Galactus Bomb? ",, | artist:Andre Araujo | writer:Sam Humphries | penciller (cover):David Marquez,, | onsaleDate:2014-04-09T00:00:00-0400 | focDate:2014-03-26T00:00:00-0400 | unlimitedDate:2014-10-13T00:00:00-0400 | digitalPurchaseDate:2014-04-09T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99
 
