48514,Loki: Agent of Asgard (2014) #1,1,41921,35,"Old God - New Trickster! Kid Loki&#39;s all grown up - and the God of Mischief is stronger, smarter, sexier and just plain sneakier than ever before. As Asgardia&#39;s one-man secret service, he&#39;s ready to lie, cheat, steal, bluff and snog his way through the twistiest, turniest and most treacherous missions the All-Mother can throw at him... starting with a heart-stopping heist on Avengers Tower - and the death of Thor! And that&#39;s just the beginning! Would we lie to you? This is LOKI, true believer - we&#39;re lying to you RIGHT NOW!",, | writer:Al Ewing | penciller (cover):Jenny Frison | artist:Lee Garbett,, | onsaleDate:2014-02-05T00:00:00-0500 | focDate:2014-01-22T00:00:00-0500 | unlimitedDate:2014-08-04T00:00:00-0400 | digitalPurchaseDate:2014-02-05T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:2.99
 
