32977,The Thanos Imperative (2010) #4,4,29704,62,"In the Cancerverse itself, Star-Lord's rag-tag team learns whether attempting to make a deal with Thanos was the smartest choice they ever made or the worst decision of their entire lives! ",, | writer:Dan Abnett | writer:Andy Lanning | artist:Aleksi Briclot | penciller:Miguel Angel Sepulveda, | The Thanos Imperative, | onsaleDate:2010-09-09T00:00:00-0400 | focDate:2010-08-19T00:00:00-0400 | unlimitedDate:2011-08-25T00:00:00-0400 | digitalPurchaseDate:2012-02-07T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99,2010,9
 
