29009,Guardians of the Galaxy (2008) #23,23,22807,80,"REALM OF KINGS. Guest-starring Magus! Star-Lord and the Guardians risked everything and suffered terrible losses in their epic, cross-time battle with Adam Warlock's evil half. Except...everything they - and you - know could be wrong. ", | Guardians of the Galaxy, | writer:Dan Abnett | writer:Andy Lanning | letterer:Joe Caramagna | penciller:Wes Craig | penciller:Alex Garner, | Realm of Kings, | onsaleDate:2010-02-17T00:00:00-0500 | focDate:2010-01-28T00:00:00-0500 | unlimitedDate:2010-02-09T00:00:00-0500, | printPrice:2.99,2010,2
 
