22923,New Exiles (2008) #15,15,19495,138,"In a world where dinosaurs and humans fight side by side to ensure global security, an invading alien force threatens to destroy all that they have accomplished. But the aliens' objective is not to destroy this world-that is only a means to their true end; the assassination of their own rightful queen! Plus, as the New Exiles fight beside the Sons of Iron and Daughters of the Dragon to save their planet, a deadly force from the Exiles own past returns for a final showdown. Empress Hydra is back, and with her minions at her side only one thing is for certain: someone must die!,2008,12
<br>Rated A ...$2.99 ",, | inker:Vicente Cifuentes | inker:Tim Seeley | writer:Chris Claremont | colorist:Alex Garner | colorist:Wil Quintana | letterer:Tom Orzechowski | penciller:Vincent Villagrasa,, | onsaleDate:2008-12-03T00:00:00-0500 | focDate:2008-11-13T00:00:00-0500 | unlimitedDate:2009-11-11T00:00:00-0500, | printPrice:2.99
 
