17526,Avengers (1998) #42,42,67742,11,, | Avengers | Black Knight (Sir Percy of Scandia) | Captain America | Captain Marvel (Carol Danvers) | Darkstar | Firebird | Hank Pym | Iron Man | Kang | Quicksilver | Scarlet Witch | Thor | Triathlon | Vision | Wasp | Wonder Man, | letterer:Comicraft | letterer:Jason Levine | letterer:Richard Starkings | editor:Tom Brevoort | writer:Kurt Busiek | penciler:Alan Davis | inker:Mark Farmer | colorist:Tom Smith,, | onsaleDate:2001-07-10T00:00:00-0400 | focDate:1961-01-01T00:00:00-0500 | unlimitedDate:2009-03-31T00:00:00-0400 | digitalPurchaseDate:2013-03-12T00:00:00-0400, | printPrice:0 | digitalPurchasePrice:1.99 ,2001,5

