19912,Iron Man (1998) #39,39,40636,26,, | Captain America | Captain Marvel (Carol Danvers) | Iron Man | Radioactive Man, | letterer:Comicraft | editor:Bobbie Chase | editor:Andrew Lis Assistant Editor | penciler:Alitha Martinez | penciler:Paul Ryan | colorist:Steve Oliff | writer:Frank Tieri,, | onsaleDate:2001-04-01T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500, | printPrice:0 ,2001,2

