29753,Black Widow (2010) #6,6,18499,113,"A senator is seduced and assassinated. His journalist son, Nick Crane, follows the trail to a fatal Soviet agent. Crane believes he's finally found his father's murderer, and he's about to expose...the Black Widow! ", | Black Widow | Winter Soldier, | penciller (cover):Jeff Scott Campbell | colorist:Jim Charalampidis | penciller:Travel Foreman | penciller:Manuel Garcia | editor:Ralph Macchio | editor:Joe Quesada | letterer:Nate Piekos | inker:Lorenzo Ruggiero | writer:Duane Swierczynski,, | onsaleDate:2010-09-22T00:00:00-0400 | focDate:2010-09-02T00:00:00-0400 | unlimitedDate:2011-01-24T14:42:14-0500 | digitalPurchaseDate:2011-01-04T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2010,9
 
