38084,X-Men Legacy (2008) #260,260,37946,49,"REGENSIS In the aftermath of SCHISM, the X-Men are divided. Magneto has chosen to stay with Cyclops on Utopia. Gambit has chosen to follow Wolverine to Westchester. And now Rogue must decide who she is going to follow... ", | Cyclops | Gambit | Magneto | Wolverine | X-Men, | writer:Mike Carey | colorist:Antonio Fabela | artist:Morry Hollowell | artist:Steve Kurth | artist:Clay Mann | artist:Seth Mann | artist:Tom Palmer | artist:Edgar Tadeo | letterer:Cory Petit, | X-Men: Regenesis, | onsaleDate:2011-12-28T00:00:00-0500 | focDate:2011-12-05T00:00:00-0500 | unlimitedDate:2013-01-08T00:00:00-0500 | digitalPurchaseDate:2011-12-28T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2011,12
 
