13969,Uncanny X-Men (1963) #428,428,93162,10,(Rated T+) First appearance of Azazel. Recounts the first meeting between Mystique and Azazel., | Azazel (Mutant) | Mystique | Nightcrawler | X-Men, | writer:Stan Lee | editor:Mike Marts | colorist:Dave McCaig | penciller:Sean Phillips | penciller (cover):Philip Tan | letterer:Rus Wooton,, | onsaleDate:2003-10-01T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-09-17T00:00:00-0400 | digitalPurchaseDate:2013-04-23T00:00:00-0400, | printPrice:0 | digitalPurchasePrice:1.99 ,2003,7

