24135,Amazing Spider-Man (1999) #595,595,71837,9,"Now faced with hard choices about family and friendship, Spider-Man knows exactly what he has to do to save the world! It's time to take down Norman Osborn. ", | Harry Osborn | J. Jonah Jameson | Menace | Norman Osborn | Spider-Man | Wolverine, | letterer:Joe Caramagna | colorist:Chris Chuckry | penciller (cover):Phil Jimenez | writer:Joe Kelly | inker:Andy Lanning | editor:Stephen Wacker, | Dark Reign, | onsaleDate:2009-05-28T00:00:00-0400 | focDate:2009-05-07T00:00:00-0400 | unlimitedDate:2010-03-01T00:00:00-0500 | digitalPurchaseDate:2011-01-26T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2009,5
 
