17544,Avengers (1998) #59,59,57522,23,"Yellowjacket and the Wasp, trapped in extradimensional torment! To rescue them, the Avengers must appeal to a cosmic entity's good side...literally!", | Avengers | Black Panther | Captain America | Captain Marvel (Carol Danvers) | Falcon | Firestar | Hank Pym | Iron Man | Justice | Photon | Scarlet Witch | She-Hulk (Jennifer Walters) | Sub-Mariner | Thor | Triathlon | Vision | Wasp | Wonder Man, | letterer:Comicraft | letterer:Albert Deschesne | letterer:Richard Starkings | editor:Tom Brevoort | penciler:Kieron Dwyer | penciler:Rags Morales | writer:Geoff Johns | inker:Rick Remender | colorist:Tom Smith,, | onsaleDate:2002-12-01T00:00:00-0500 | focDate:1961-01-01T00:00:00-0500 | unlimitedDate:2009-10-09T00:00:00-0400 | digitalPurchaseDate:2009-12-10T00:00:00-0500, | printPrice:0 | digitalPurchasePrice:1.99 ,2002,10

