21167,X-Men Legacy (2008) #212,212,74011,22,"SINS OF THE FATHER PART 2 Professor X is on a quest to restore his memories and Gambit is riding shotgun. Will the duo be able to uncover Xavier's mystery before more deaths occur? And what does Xavier, Sebastian Shaw, and Cain Marko have in common? ", | X-Men, | writer:Mike Carey | colorist:Frank D'Armata | artist:Scot Eaton | penciller (cover):David Finch,, | onsaleDate:2008-05-29T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2010-01-13T00:00:00-0500 | digitalPurchaseDate:2011-08-09T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2008,5
 
