14119,Wolverine (1988) #174,174,74512,10,, | Amiko | Beast | Cyclops | Iron Man | Lady Deathstrike | Nightcrawler | Wolverine, | penciller:Sean Chen | penciller (cover):David Finch | colorist:Raymond Lee | colorist:Jose Villarrubia | editor:Mike Marts | editor:Mike Raicht | inker:Norm Rapmund | inker:Joe Weems | letterer:Richard Starkings | letterer:Saida Temofonte | writer:Frank Tieri,, | onsaleDate:2002-05-01T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500, | printPrice:0 ,2002,3

