36496,New Mutants (2009) #21,21,23773,62,"THE RISE OF THE NEW MUTANTS PART 2 The full power of the Elder Gods is in the hands of General Ulysses. Will the force of the Legion be enough to turn the tide? ", | New Mutants, | penciller:Leonard Kirk | editor:Nick Lowe | writer:Zeb Wells | penciller (cover):Dave Wilkins,, | onsaleDate:2011-01-26T00:00:00-0500 | focDate:2011-01-13T00:00:00-0500 | unlimitedDate:2013-04-08T00:00:00-0400 | digitalPurchaseDate:2012-02-07T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2011,1
 
