39887,Herc (2010) #6.1,6.1,13990,163,"Herc's saved all of reality, been depowered, moved to Brooklyn and become a local hero. Though he's no longer a god, Olympia hasn't forgotten about him. A figure from Herc's past has come to hunt him down! Does Olympia have it out for its former son? ", | Hercules,,, | onsaleDate:2011-08-31T00:00:00-0400 | focDate:2011-08-03T00:00:00-0400 | unlimitedDate:2012-01-27T00:00:00-0500 | digitalPurchaseDate:2012-10-30T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2011,8
 
