5517,Punisher (2004) #41,41,33161,72,, | Punisher, | penciller (cover):Tim Bradstreet | colorist:Dan Brown | writer:Garth Ennis | penciller:Leandro Fernandez | letterer:Randy Gentile,, | onsaleDate:2006-11-29T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500, | printPrice:2.99 ,2006,11

