17942,X-Force (1991) #1,1,66621,17,"X-Force sets out on their first mission! To defeat the MLF and to stop the terrorist called Stryfe, the team heads to Antarctica! ", | Boomer | Cable | Cannonball | Deadpool | Domino | Nick Fury | Reaper | Shatterstar | Stryfe | Sunspot | Warpath | Wildside | X-Force | X-Men," | writer:Rob Liefeld, Fabian Nicieza | writer:Fabian Nicieza | letterer:Chris Eliopoulos | editor:Bob Harras | penciler:Rob Liefeld | colorist:Brad Vancata",, | onsaleDate:1991-08-10T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2012-09-25T00:00:00-0400 | digitalPurchaseDate:2012-01-25T00:00:00-0500, | printPrice:1.5 | digitalPurchasePrice:1.99,2004,8
 
