34031,Moon Knight (2010) #3,3,33768,50,"You've seen what insanity the new Moon Knight can do, but how is he doing it? Find out here! Plus, who is the kingpin of L.A.? And why do all the other criminals cower at his feet?  And just how far is Moon Knight willing to take his new blood fued? (Hint: pretty damn far!) From the Eisner award-winning team that brought you Daredevil, Halo, and Avengers.", | Moon Knight, | writer:Brian Michael Bendis | editor:Tom Brevoort | penciller (cover):Alex Maleev,, | onsaleDate:2011-07-06T00:00:00-0400 | focDate:2011-06-22T00:00:00-0400 | unlimitedDate:2012-07-16T00:00:00-0400 | digitalPurchaseDate:2012-04-24T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99 ,2011,7

