21718,Captain America (2004) #41,41,84990,11,"THE MAN WHO BOUGHT AMERICA Part 5 It's the final battle between the New Captain America and the people who killed Steve Rogers and the end begins here!",, | writer:Ed Brubaker | letterer:Joe Caramagna | colorist:Frank D'Armata | other:Chris Eliopoulos | other:Steve Epting | inker:Rick Magyar,, | onsaleDate:2008-08-20T00:00:00-0400 | focDate:2008-07-31T00:00:00-0400 | unlimitedDate:2008-11-06T00:00:00-0500 | digitalPurchaseDate:2010-07-29T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2008,8
 
