51171,Magneto (2014) #13,13,27418,91,"- In his war against those who would see his kind extinguished, Magneto has one steadfast ally: the mysterious woman called Briar Raleigh. - But what are her true designs for the Master of Magnetism? ",,,, | onsaleDate:2014-12-24T00:00:00-0500 | focDate:2014-10-27T00:00:00-0400 | unlimitedDate:2015-06-29T00:00:00-0400 | digitalPurchaseDate:2014-12-24T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:3.99
 
