32217,Amazing Spider-Man (1999) #653,653,53103,15,"REVENGE OF THE SPIDER-SLAYER PART 2 No one in Spidey's life is safe-from the offices of the Daily Bugle to the Mayor's staff at City Hall! It's way more than our wall-crawler can handle. Guest-starring The New Avengers! ", | Captain Marvel (Carol Danvers) | Doctor Octopus | Iron Fist (Danny Rand) | J. Jonah Jameson | Jessica Jones | Luke Cage | May Parker | Mockingbird | Spider-Man | Squirrel Girl | Thing, | letterer:Joe Caramagna | penciller (cover):Stefano Caselli | colorist:Edgar Delgado | writer:Dan Slott | writer:Fred Van Lente | editor:Stephen Wacker,, | onsaleDate:2011-02-02T00:00:00-0500 | focDate:2011-01-19T00:00:00-0500 | unlimitedDate:2012-01-02T00:00:00-0500 | digitalPurchaseDate:2011-11-01T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99,2011,2
 
