24417,Amazing Spider-Man (1999) #610,610,61142,17,"WHO WAS BEN REILLY? PART 3 Can Peter Parker save his family and himself? The final showdown between Raptor and Peter Parker is here. Prepare for the awe-inspiring conclusion to WHO WAS BEN REILLY? ", | Ben Reilly | Harry Osborn | Scarlet Spider (Kaine) | Screwball | Spider-Man, | letterer:Joe Caramagna | penciller:Marco Checchetto | penciller:Rick Magyar | penciller:Luke Ross | colorist:Jeromy Cox | colorist:Fabio D'Auria | penciller (cover):Adi Granov | writer:Marc Guggenheim | editor:Stephen Wacker,, | onsaleDate:2009-11-04T00:00:00-0500 | focDate:2009-10-15T00:00:00-0400 | unlimitedDate:2009-12-01T00:00:00-0500 | digitalPurchaseDate:2011-02-01T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2009,11
 
