5412,Daredevil (1998) #91,91,49332,44," Daredevil finally gets close to the answers he seeks, but before he finds out the truth, he'll have to face down two villains both out for his blood -- TOMBSTONE and the all-new, all-different MATADOR! ", | Daredevil, | penciller (cover):Lee Bermejo | writer:Ed Brubaker | inker:Stefano Gaudiano | colorist:Matt Hollingsworth | penciller:Michael Lark | letterer:Cory Petit,, | onsaleDate:2006-11-22T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2009-12-14T00:00:00-0500 | digitalPurchaseDate:2010-04-01T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99 ,2006,11

