50505,Nightcrawler (2014) #9,9,20317,128,"Bamfing to the aid of a friend in need, Nightcrawler finds himself in over his head when he runs afoul of THE SHADOW KING! And things go from bad to worse when the X-Men fall under the Shadow King's sway... ",, | writer:Chris Claremont | penciller (cover):Todd Nauck,, | onsaleDate:2014-12-10T00:00:00-0500 | focDate:2014-11-24T00:00:00-0500 | unlimitedDate:2015-06-08T00:00:00-0400 | digitalPurchaseDate:2014-12-10T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:3.99
 
