3458,Ultimate Extinction (2006) #2,2,75841,13,"In a last-ditch effort to save Earth from Gah Lak Tus, the X-Men's Charles Xavier attempts a massive, full-blown psychic attack on the unimaginable menace approaching our planet. Meanwhile, the mystery of Ultimate Silver Surfer deepens as he attempts to kill detective Misty Knight. What is the gleaming alien's link to Gah Lak Tus?,2006,2
<br>
<br>
<br>32 PGS./T+ SUGGESTED FOR TEENS AND UP ...$2.99
<br>",, | letterer:Chris Eliopoulos | writer:Warren Ellis | penciller (cover):Brandon Peterson | colorist:Justin Ponsor,, | onsaleDate:2006-02-08T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-11-13T00:00:00-0500 | digitalPurchaseDate:2011-03-29T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99
 
