25309,Guardians of the Galaxy (2008) #21,21,22271,99,"REALM OF KINGS. As the shocking true dangers of the Fault become apparent, the Luminals make an unregulated trip into the wild zone, and they've brought back something that threatens to exterminate all life on Knowhere! ", | Guardians of the Galaxy, | writer:Dan Abnett | writer:Andy Lanning | letterer:Joe Caramagna | inker:Victor Olazaba | penciller:Brad Walker | penciller:Dave Wilkins, | Realm of Kings, | onsaleDate:2009-12-23T00:00:00-0500 | focDate:2009-12-03T00:00:00-0500 | unlimitedDate:2010-09-16T00:00:00-0400, | printPrice:2.99,2009,12
 
