26097,Nova (2007) #32,32,22202,100,"REALM OF KINGS tie-in! It's the return of one of the Nova's greatest foes...the Sphinx! Nova and Darkhawk are missing and presumed dead. Can the galaxy's top cop team up with the galaxy's most wanted to stop a rising menace from the past? ", | Nova, | writer:Dan Abnett | writer:Andy Lanning | colorist:Impacto - Bruno Hang | colorist:Brandon Peterson | letterer:Cory Petit | inker:Andrea Di Vito,, | onsaleDate:2009-12-03T00:00:00-0500 | focDate:2009-11-12T00:00:00-0500 | unlimitedDate:2011-08-04T00:00:00-0400 | digitalPurchaseDate:2012-07-31T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2009,12
 
