1808,Astonishing X-Men (2004) #4,4,4584,194,"The X-Men storm the Benetech labs to confront Ord -- and find the shocking secret behind the new ""Cure.""", | Beast | Colossus | Cyclops | Emma Frost | Kitty Pryde | Ord | Wolverine | X-Men, | penciller (cover):John Cassaday | colorist:Laura Martin | writer:Joss Whedon,, | onsaleDate:2004-08-25T00:00:00-0400 | focDate:1961-01-01T00:00:00-0500 | unlimitedDate:2007-11-13T00:00:00-0500 | digitalPurchaseDate:2009-10-30T00:00:00-0400, | printPrice:0 | digitalPurchasePrice:1.99 ,2006,6

