30245,Heralds (2010) #5,5,10394,168,"The conclusion to the galaxy-shattering conflict with Frankie Raye, the resurrected Herald of Galactus! ",, | artist:Marko Djurdjevic | writer:Kathryn Immonen | penciller:Tonci Zonjic,, | onsaleDate:2010-06-30T00:00:00-0400 | focDate:2010-06-10T00:00:00-0400 | unlimitedDate:2011-03-04T00:00:00-0500 | digitalPurchaseDate:2012-09-11T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2010,6
 
