17529,Avengers (1998) #45,45,70011,13,, | Avengers | Captain America | Captain Marvel (Carol Danvers) | Edwin Jarvis | Firebird | Hank Pym | Iron Man | Kang | Quicksilver | Scarlet Witch | Thor | Triathlon | Vision | Wasp, | letterer:Comicraft | letterer:Albert Deschesne | letterer:Richard Starkings | editor:Tom Brevoort | writer:Kurt Busiek | penciler:Manuel Garcia | penciler:Andy Kubert | inker:Bob Layton | colorist:Tom Smith,, | onsaleDate:2001-10-10T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2009-08-25T00:00:00-0400 | digitalPurchaseDate:2013-05-14T00:00:00-0400, | printPrice:0 | digitalPurchasePrice:1.99 ,2001,8

