15705,Ultimate X-Men (2000) #15,15,101770,5,"World Tour Part 3 (of 8) While preparing for his upcoming book tour, Professor X drafts an article for the press in an effort to alleviate the widespread fear humans have towards mutants. Plus, the return of the X-Men's most dangerous foe!", | Beast (Ultimate) | Colossus (Ultimate) | Cyclops (Ultimate) | Iceman (Ultimate) | Jean Grey (Ultimate) | Magneto (Ultimate) | Storm (Ultimate) | X-Men (Ultimate), | letterer:Comicraft | letterer:Chris Eliopoulos | colorist:Richard Isanove | colorist:David Stewart | penciller (cover):Adam Kubert | editor:Ralph Macchio | editor:Brian Smith | inker:Danny K. Miki | writer:Mark Millar,, | onsaleDate:2002-04-01T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2009-01-07T00:00:00-0500 | digitalPurchaseDate:2010-08-24T00:00:00-0400, | printPrice:0 | digitalPurchasePrice:1.99 ,2002,2

