36394,Captain America: Hail Hydra (2010) #2,2,11029,157,"Guest starring the Avengers! During the height of WWII, Captain America and Bucky fought a secret cabal of Hydra scientists to crush a plan to resurrect Nazi storm troopers. Now Cap is rescued from his icy grave by Earth's Mightiest Heroes -- and the same cabal of sorcerer-scientists also return! For millennia, Hydra has stolen secrets and spilled blood to obtain the secrets of immortality. Now with Cap's unwilling help, they achieve their unnatural goal! New York Times bestselling novelist Jonathan Maberry teams with the '60s stylings of Tom Scioli (Godland) to take you on a nightmare journey into the darkest days of Captain America's life!", | Avengers | Captain America | Iron Man | Thor | Wasp, | editor:Tom Brennan | penciller (cover):Adi Granov | writer:Jonathan Maberry | penciller:Tom Scioli,, | onsaleDate:2011-02-02T00:00:00-0500 | focDate:2011-01-19T00:00:00-0500, | printPrice:2.99 34819,Captain America: Hail Hydra (2010) #2,2,11029,157,"Guest starring the Avengers! During the height of WWII, Captain America and Bucky fought a secret cabal of Hydra scientists to crush a plan to resurrect Nazi storm troopers. Now Cap is rescued from his icy grave by Earth's Mightiest Heroes -- and the same cabal of sorcerer-scientists also return! For millennia, Hydra has stolen secrets and spilled blood to obtain the secrets of immortality. Now with Cap's unwilling help, they achieve their unnatural goal! New York Times bestselling novelist Jonathan Maberry teams with the '60s stylings of Tom Scioli (Godland) to take you on a nightmare journey into the darkest days of Captain America's life!", | Captain America | Iron Man | Thor | Wasp, | editor:Tom Brennan | penciller (cover):Adi Granov | writer:Jonathan Maberry,, | onsaleDate:2011-02-02T00:00:00-0500 | focDate:2011-01-19T00:00:00-0500 | unlimitedDate:2012-01-27T00:00:00-0500 | digitalPurchaseDate:2011-03-02T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99 ,2011,2

