23926,Amazing Spider-Man (1999) #591,591,60503,24,"FACE FRONT PART 2 One of the most enduring friendships in the Marvel Universe is tested when Spider-Man and the Human Torch throw down! ", | Fantastic Four | Harry Osborn | Human Torch | J. Jonah Jameson | May Parker | Spider-Man, | letterer:Joe Caramagna | colorist:Chris Chuckry | colorist:Jeromy Cox | colorist:Andy Troy | colorist:Dean White | inker:Jesse Delperdang | penciller:Dale Eaglesham | penciller (cover):Barry Kitson | writer:Dan Slott | editor:Stephen Wacker,, | onsaleDate:2009-04-15T00:00:00-0400 | focDate:2009-03-26T00:00:00-0400 | unlimitedDate:2010-03-11T00:00:00-0500 | digitalPurchaseDate:2011-01-12T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2009,4
 
