32690,Darkstar and the Winter Guard (2010) #2,2,7743,197,"The mini-series YOU demanded continues at a harrowing pace as forgotten teammates return to the fold and an ancient threat is reborn! Who are the Protectorate? Why do they hate the Winter Guard? What secrets are they keeping that could mean the end of The Winter Guard - and Russia as we know it? And -- The Presence makes a move! The Harvey Award-winning team behind ""High Moon"" brings you more tales of the greatest super heroes Russia has ever known! 40 PGS./Rated T  ...$3.99",, | penciller:Steve Ellis | writer:David Gallaher,, | onsaleDate:2010-07-08T00:00:00-0400 | focDate:2010-06-17T00:00:00-0400 | unlimitedDate:2011-06-09T00:00:00-0400, | printPrice:3.99 ,2010,7

