14296,X-Men (1991) #112,112,100353,3,, | Blob | Cyclops | Dazzler | Polaris | Wolverine | X-Men, | penciller (cover):Ian Churchill | colorist:Hi Fi Design | colorist:Liquid Graphics | editor:Pete Franco | editor:Mark Powers | writer:Joe Quesada | letterer:Richard Starkings | letterer:Saida Temofonte | inker:Dexter Vines | penciller:Leinil Francis Yu,, | onsaleDate:2001-05-01T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2010-04-09T00:00:00-0400, | printPrice:0 ,2001,3

