15559,Fantastic Four (1998) #39,39,51595,11,, | Fantastic Four | Human Torch | Invisible Woman | Scarlet Witch | Thor, | editor:Tom Brevoort | editor:Bobbie Chase | editor:Brian Smith | letterer:Albert Deschesne | letterer:Richard Starkings | colorist:Liquid Graphics | writer:Rafael Marin | inker:Jesus Merino | penciller (cover):Carlos Pacheco,, | onsaleDate:2001-03-01T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2013-07-01T00:00:00-0400, | printPrice:0 ,2001,1

