30244,Heralds (2010) #4,4,11694,154,"Marvel's premier super heroines fight for their lives against a resurrected Frankie Raye! ",, | writer:Kathryn Immonen | artist:Jelena Kevic Djurdjevic | penciller:Tonci Zonjic,, | onsaleDate:2010-06-23T00:00:00-0400 | focDate:2010-06-03T00:00:00-0400 | unlimitedDate:2011-03-04T00:00:00-0500 | digitalPurchaseDate:2012-09-11T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2010,6
 
