48682,Uncanny X-Men (2013) #24,24,53677,34,"With the secrets held within Xavier&#39;s will laid bare, how will the X-Men cope with the shadows of his past? Could a power previously unknown to them now be their greatest threat?",, | penciller (cover):Chris Bachalo | writer:Brian Michael Bendis, | Original Sin, | onsaleDate:2014-07-30T00:00:00-0400 | focDate:2014-07-07T00:00:00-0400 | unlimitedDate:2015-01-26T00:00:00-0500 | digitalPurchaseDate:2014-07-30T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
