26283,Secret Warriors (2008) #10,10,31552,61,"GOD OF FEAR, GOD OF WAR PART 4 What was the deal Fury struck with Ares concerning his son? What does the future hold for the God of Fear? The answers are here, as well as the final showdown. ", | Ares | Avengers | Dark Avengers | Nick Fury | Secret Warriors, | inker:Jim Cheung | inker:Alessandro Vitti | colorist:Sunny Gho | colorist:Justin Ponsor | writer:Jonathan Hickman | letterer:Dave Lanphear,, | onsaleDate:2009-11-25T00:00:00-0500 | focDate:2009-11-05T00:00:00-0500 | unlimitedDate:2011-02-15T00:00:00-0500 | digitalPurchaseDate:2011-08-09T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2009,11
 
