417,Fantastic Four (1998) #511,511,50089,29,"They've faced the destroyer of everything - Galactus. Now they face the CREATOR of everything, as the Fantastic Four are reunited - in the HEREAFTER!", | Fantastic Four, | writer:Mark Waid | penciller (cover):Mike Wieringo,, | onsaleDate:2004-03-17T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-11-13T00:00:00-0500 | digitalPurchaseDate:2014-03-25T00:00:00-0400, | printPrice:2.25 | digitalPurchasePrice:1.99 ,2004,3

