15950,Irredeemable Ant-Man (2006) #10,10,33517,75,"Ant-Man is still on the run, but things have changed - Hulk has come to town. Will Ant-Man finally be the hero he was born to be and defend the city from the Green Goliath? Or will he use this opportunity to loot and pillage a devastated New York? ", | Ant-Man (Eric O'Grady) | Hulk, | colorist:Bill Crabtree | penciller (cover):Phil Hester | writer:Robert Kirkman | inker:Ande Parks | letterer:Rus Wooton, | World War Hulk, | onsaleDate:2007-07-05T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-06-20T00:00:00-0400 | digitalPurchaseDate:2012-10-30T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2007,7
 
