21521,She-Hulk (2005) #31,31,3025,293,"SECRET INVASION tie-in and X-FACTOR crossover issue! It's double the trouble as our gamma-ray glamazon finds herself on a collision course with the mystery-solving X-Factor and hip-deep in the Skrull infestation! What does She-Hulk's partner Jazinda - who just happens to be a Skrull - know about the invasion...and is she part of it? And why has writer Peter David pitted the heroes of his two books against one another? All the answers are waiting for you here...and so is an exciting new art team!,2008,9
<br>Rated T+ ...$2.99
<br>", | She-Hulk (Jennifer Walters), | inker:Vincenzo Acunzo | inker:Mike Deodato | colorist:Rainier Beredo | colorist:Barbara Ciardo | penciller:Vincenzo Cucca | writer:Peter David | letterer:Dave Sharpe, | Secret Invasion, | onsaleDate:2008-07-23T00:00:00-0400 | focDate:2008-07-03T00:00:00-0400 | unlimitedDate:2009-06-05T00:00:00-0400 | digitalPurchaseDate:2013-02-05T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99
 
