4216,Civil War (2006) #1,1,1344,300,"THE LANDSCAPE OF THE MARVEL U IS CHANGING AND IT'S TIME TO DECIDE: WHOSE SIDE ARE YOU ON? A conflict has been brewing in the Marvel Universe, threatening to pit friend against friend, brother against brother--and all it will take is a single misstep to cost thousands their lives and ignite the fuse!  As the war claims its first victims, no one is safe as teams, friendships, and families begin to fall apart. Starring Spider-Man, the New Avengers, the Fantastic Four, the X-Men and the entirety of the Marvel pantheon! ", | Captain America | Cloak | Dagger | Daredevil | Falcon | Fantastic Four | Goliath (Bill Foster) | Human Torch | Iceman | Invisible Woman | Iron Fist (Danny Rand) | Iron Man | Luke Cage | Mr. Fantastic | Patriot | She-Hulk (Jennifer Walters) | Spider-Man | Spider-Woman (Jessica Drew) | Sub-Mariner | Thing, | letterer:Chris Eliopoulos | colorist:Morry Hollowell | penciller (cover):Steve McNiven | writer:Mark Millar | inker:Dexter Vines, | Civil War, | onsaleDate:2006-05-03T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2009-08-13T00:00:00-0400 | digitalPurchaseDate:2009-11-02T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99 ,2007,3

