15960,Ghost Rider (2006) #13,13,64070,33,"APOCALYPSE SOON PART 2 Temporarily setting aside his quest for the remaining avatars of Lucifer, Johnny Blaze has forced the Ghost Rider into a confrontation with The Hulk in hopes of saving the innocent. But who's going to save Ghost Rider? ", | Ghost Rider (Johnny Blaze) | Hulk, | colorist:Dan Brown | penciller (cover):Gabriele Dell'Otto | inker:Scott Hanna | penciller:Javier Saltares | writer:Daniel Way, | World War Hulk, | onsaleDate:2007-07-18T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-06-12T00:00:00-0400 | digitalPurchaseDate:2011-11-01T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2007,7
 
