4482,Captain America (2004) #20,20,47351,47,"Cap comes face-to-face with an enemy he last faced in World War Two. And with Union Jack and Spitfire at his side, he fights to save London from destruction, while the Red Skull makes his move!", | Captain America | Crossbones | Red Skull | Sharon Carter | Sin | Sleeper | Spitfire | Union Jack (Joseph Chapman) | Winter Soldier, | writer:Ed Brubaker | colorist:Frank D'Armata | penciller (cover):Steve Epting | letterer:Randy Gentile,, | onsaleDate:2006-07-26T00:00:00-0400 | focDate:1961-01-01T00:00:00-0500 | unlimitedDate:2009-02-17T00:00:00-0500 | digitalPurchaseDate:2010-04-01T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99 ,2006,7

